OrderDetailID,OrderID,ProductID,Quantity,Price
431,8688,307,2,91103
432,4797,4062,2,73130
433,3904,7727,1,157295
434,4599,9869,5,100836
435,8963,4798,7,44634
436,6817,7660,1,108008
437,10126,7790,3,107991
438,1578,5560,4,158370
439,2711,3604,1,183588
440,8293,1179,6,104058
441,1771,7741,8,133677
442,7050,8760,4,3342
443,6507,5383,2,62949
444,8104,103,5,19835
445,6717,2826,4,170931
446,6961,5669,8,59281
447,927,2199,9,181123
448,972,1275,5,49556
449,1959,6096,5,67623
450,2720,4705,9,65793
451,334,9790,10,161902
452,4759,389,8,56537
453,1474,4261,7,117342
454,3864,3055,2,183391
455,3117,4457,9,14958
456,10016,6003,6,87145
457,2833,658,6,25382
458,3213,6704,4,198116
459,9922,651,8,188297
460,8326,2841,5,66569
461,9425,2399,4,22169
462,2982,4362,2,53007
463,7215,6178,6,154083
464,5930,5775,2,137917
465,8353,6184,6,154719
466,8002,7416,4,76448
467,7575,7640,10,134273
468,3820,8368,1,28984
469,2958,3520,6,136666
470,9316,9699,5,169630
471,7006,9760,3,191139
472,4070,2849,6,192905
473,8432,7433,10,165793
474,7773,10078,4,128614
475,1343,2332,9,165001
476,2381,9139,2,68416
477,897,1976,5,94714
478,1608,3879,2,67982
479,6074,3264,1,80972
480,8951,132,8,130170
481,5730,7308,6,51560
482,8500,6511,7,157761
483,2887,227,9,141456
484,2643,457,6,182006
485,3943,3012,3,36613
486,7025,203,4,161251
487,8230,7977,9,192881
488,4065,6300,3,53047
489,6521,9194,7,192032
490,8476,3263,5,83967
491,5758,406,9,12241
492,6372,3181,7,121014
493,2695,5502,10,163958
494,4388,8506,9,140426
495,858,8366,10,86314
496,3806,2612,5,181529
497,4807,664,6,85294
498,6555,3242,3,13650
499,6218,5064,9,42816
500,2637,1427,7,32816
501,3229,7623,1,149271
502,8076,5054,5,626
503,3155,212,6,28043
504,10184,1958,2,18221
505,8870,3574,9,112362
506,7562,1294,7,88927
507,7969,6132,4,72159
508,1166,8505,7,148847
509,555,9936,5,55723
510,2691,705,7,188088
511,9591,6696,1,22938
512,1594,8109,9,172729
513,3530,6409,6,90827
514,5442,10087,7,149602
515,5152,7822,7,33441
516,2394,5554,6,119132
517,287,1126,1,25354
518,3297,3161,7,87673
519,5243,7884,5,126509
520,9614,749,9,42313
521,4243,2876,5,172161
522,643,4224,3,169542
523,769,5065,3,121806
524,1140,3056,8,126826
525,9301,7670,7,109462
526,10069,6110,2,47882
527,5314,2593,10,82792
528,8458,1899,6,65107
529,3781,8679,8,88552
530,3625,4846,8,151642
531,7252,9875,7,59947
532,2621,8326,3,34559
533,9650,264,6,43869
534,8475,503,5,177626
535,5918,3924,2,106920
536,3427,8278,2,153467
537,8403,7855,2,133500
538,2932,6901,4,20009
539,1164,5260,2,151111
540,6935,6291,3,132402
541,513,6131,1,101104
542,8132,4352,4,74595
543,3344,6315,2,72003
544,7526,1670,3,177843
545,734,8329,7,106034
546,8639,1833,1,108659
547,9673,4351,8,48947
548,1247,253,4,13068
549,9885,7986,9,116314
550,6485,1504,1,40841
551,5200,2890,2,59120
552,5974,5314,7,118071
553,7819,3018,10,75560
554,9922,2162,4,13444
555,9970,3491,8,134692
556,7326,3940,1,53957
557,4447,1889,6,101238
558,9526,9147,8,110807
559,1157,1572,5,160007
560,9848,4880,1,71141
561,7418,8112,9,69792
562,550,9084,4,190864
563,4308,8297,10,83460
564,3533,1523,9,102074
565,6794,4117,2,66328
566,9339,8514,7,22556
567,10191,1398,1,18144
568,8928,8864,2,125794
569,4793,5213,8,198661
570,7193,5588,7,82808
571,8999,9829,7,50119
572,1356,8735,1,24969
573,7897,2289,5,154475
574,5904,7400,2,111505
575,835,1852,7,174414
576,6556,7054,5,67579
577,6819,4807,4,83130
578,8717,9544,9,81752
579,8104,2491,1,167863
580,2328,1456,9,4639
581,3135,2324,7,182717
582,8227,9795,8,155468
583,1357,6046,1,170939
584,2684,3755,9,10845
585,2515,1763,6,172214
586,7348,174,7,124004
587,7899,7357,3,44596
588,5992,1049,6,111284
589,943,2909,1,47550
590,3084,3297,6,167304
591,2885,8807,9,85308
592,8296,319,2,40649
593,5674,7486,3,151380
594,8210,9157,1,46018
595,9960,5050,6,160252
596,8584,401,10,130241
597,1231,8487,9,20931
598,1848,7370,2,195506
599,3781,6653,7,48654
600,8501,1457,8,188228
601,1533,4347,3,113441
602,4300,2682,10,75117
603,3332,5285,7,60261
604,2110,8306,2,93772
605,561,235,10,173475
606,4592,6118,3,114220
607,2991,2091,3,77643
608,1362,8807,9,86490
609,1062,6356,1,193384
610,5459,2742,5,58070
611,8230,4889,2,133403
612,7714,4384,1,115587
613,6056,1817,5,117245
614,8054,8822,6,139071
615,8432,2571,6,185295
616,9513,8229,9,6829
617,2557,3794,2,124723
618,6560,9384,2,40237
619,556,2258,2,19675
620,8202,4580,9,83899
621,7864,9464,7,135000
622,2545,2570,6,183869
623,7842,3044,9,49610
624,6138,1109,1,104172
625,621,10097,3,178981
626,5057,4447,4,175482
627,5160,8494,1,75795
628,5100,4267,9,26989
629,5250,6966,5,13734
630,5051,7424,9,23744
631,7768,3841,9,19614
632,8259,3943,7,119196
633,4247,3832,9,147885
634,4785,7804,5,119107
635,3763,6150,4,194490
636,4613,1544,10,62562
637,4919,4394,9,124883
638,3131,2511,4,121057
639,1337,5187,4,12217
640,1153,3364,3,3488
641,5785,7204,8,8630
642,7067,508,9,94793
643,1036,8107,7,27731
644,9855,7080,9,51641
645,7732,3996,6,54001
646,9307,7768,3,21971
647,7080,5719,10,185426
648,2006,128,1,85806
649,10069,5175,1,9814
650,5312,9120,6,89843
651,1127,1101,5,6386
652,4476,2985,1,167609
653,10046,8806,6,28009
654,2520,4615,9,182150
655,2032,5094,5,6542
656,3050,9295,4,102980
657,1466,1907,1,98368
658,729,1501,9,110642
659,7270,4897,7,24802
660,2435,2037,7,34838
661,7369,1030,2,13838
662,1875,4785,1,198106
663,2535,2445,2,153273
664,3177,3845,6,46184
665,8974,6367,4,184509
666,304,632,2,80793
667,7122,5595,2,59968
668,2977,360,3,101751
669,7071,9496,4,152244
670,3819,2816,7,82739
671,3612,1743,3,52260
672,5093,2699,1,124225
673,963,2892,5,72145
674,2453,9941,5,167384
675,5317,7564,5,149897
676,9872,9156,8,129887
677,3789,9393,4,54533
678,8488,2832,1,64283
679,7739,5945,2,8036
680,5204,3734,9,141946
681,9585,6002,6,170280
682,7716,7561,6,134611
683,8184,6952,7,47753
684,8854,4925,4,110478
685,2237,477,4,73778
686,8585,5698,3,3090
687,8641,1600,3,147610
688,4276,4532,5,150900
689,6475,4666,8,65026
690,2272,2690,9,190458
691,2444,6795,3,153768
692,8565,3338,2,156790
693,6509,1490,10,196112
694,839,869,7,133148
695,7634,1418,8,99779
696,2934,5072,9,80492
697,7009,9207,10,42774
698,8722,8944,1,129465
699,7380,5132,4,70816
700,9370,4342,5,27490
701,5572,9252,6,49969
702,739,8867,7,152707
703,1389,7261,6,82803
704,5493,6670,6,97576
705,1099,9786,9,17769
706,2639,8173,1,84776
707,1566,1965,6,1810
708,517,3700,6,116735
709,9332,1021,8,53187
710,1439,9920,5,75192
711,1434,5611,2,25485
712,5351,8711,5,84483
713,9378,7230,3,148486
714,1262,6631,9,145490
715,8880,5061,1,7009
716,6128,9230,5,81080
717,1801,4726,3,27991
718,4224,6442,1,153029
719,5867,5746,3,194916
720,474,510,9,165667
721,7208,2692,4,159477
722,473,6440,1,150014
723,7022,9052,6,192914
724,7485,5788,8,182131
725,1789,7157,4,159149
726,7594,414,1,7609
727,1170,5211,9,137434
728,6312,562,5,88466
729,4686,3951,3,139274
730,7610,8271,7,193710
731,3145,796,1,70576
732,452,3531,2,120830
733,9941,377,10,116640
734,3256,153,2,22602
735,323,10090,2,10551
736,5115,1578,9,167919
737,9282,7305,9,176553
738,7107,5773,7,190916
739,830,9875,1,91540
740,8867,5612,1,65956
741,6513,2138,10,164459
742,7705,548,6,124369
743,4011,3144,10,126673
744,2510,6466,2,178280
745,3072,120,9,194815
746,4920,8598,5,153182
747,7456,2202,8,180053
748,3349,204,6,182053
749,6145,915,2,157731
750,723,5879,8,101404
751,6838,2801,8,37679
752,1866,8912,8,58351
753,4598,2689,10,89160
754,5458,1964,3,174827
755,2945,1587,9,70647
756,5576,6394,7,48933
757,1714,210,8,166226
758,6924,8554,5,185546
759,2968,7249,10,99829
760,9627,6189,9,59275
761,9869,5598,2,180749
762,2179,5484,1,170109
763,4354,4268,9,101705
764,9902,9886,4,139061
765,3782,5849,2,10373
766,4520,3845,3,173920
767,6506,4716,2,33073
768,1185,555,3,35388
769,2357,4544,1,89685
770,1961,8627,2,60634
771,6191,112,10,56600
772,2097,3847,10,181923
773,890,4718,6,171799
774,3423,8100,8,95234
775,7554,5411,3,84014
776,2367,2418,10,80539
777,1226,5318,4,114707
778,6932,630,5,99252
779,4780,277,7,167347
780,267,239,5,136930
781,2632,7304,6,154528
782,2458,5207,10,104602
783,4055,7703,2,26213
784,9909,2165,2,39618
785,7232,7672,4,46096
786,4287,5827,6,55604
787,3017,2914,1,192376
788,3054,622,1,143967
789,1130,7301,8,185666
790,7550,4577,9,181843
791,2514,8487,8,195047
792,1326,5883,7,138462
793,7302,326,7,11530
794,6075,4100,7,17202
795,2452,7772,3,193577
796,894,8206,10,134238
797,2244,4512,4,174295
798,646,7240,3,145368
799,3056,1732,5,114620
800,6112,3133,9,112406
801,7666,4875,5,7793
802,8063,4160,6,59879
803,1812,448,8,121118
804,5593,1182,8,39019
805,585,1903,7,21897
806,5391,9732,4,196715
807,230,745,4,99317
808,6078,7359,6,118003
809,573,4037,8,177810
810,7032,894,9,61859
811,8647,3608,3,107606
812,8678,4072,9,57814
813,4420,5813,3,134499
814,3608,6745,7,112204
815,1778,9447,1,26105
816,1865,2361,8,46078
817,9267,10082,3,99796
818,947,8344,8,193488
819,8418,9309,5,176602
820,7220,9870,10,162365
821,5482,946,4,120052
822,6927,9478,9,29728
823,1744,8719,6,137855
824,2184,5099,7,120017
825,4532,2636,5,132895
826,7642,5318,4,48510
827,4113,3103,6,154578
828,8081,3050,5,6632
829,4834,4401,8,180850
830,2369,2828,2,107712
831,5757,2768,5,109705
832,2533,3363,3,172928
833,9642,441,4,144723
834,7216,146,4,79157
835,8884,3173,8,49387
836,1346,2942,8,189295
837,3670,9703,4,25427
838,2338,6534,8,98531
839,2811,6064,3,73492
840,8482,9511,10,49408
841,869,1527,7,38860
842,9498,6586,4,57626
843,1233,933,3,144822
844,5056,4947,1,125505
845,6946,508,10,119065
846,3157,8251,6,147647
847,6956,2784,8,5286
848,7886,9139,1,123291
849,660,480,1,97755
850,7249,10068,2,77369
851,8557,5090,10,28549
852,7389,807,4,86975
853,2941,9715,3,178842
854,1530,542,4,70219
855,9056,9079,2,73123
856,8369,4347,5,141621
857,5472,7717,2,79201
858,351,7980,7,122350
859,8478,7738,1,78532
860,6620,3194,2,50292
861,9184,457,1,163480
862,5178,2283,2,14079
863,6080,4949,2,79693
864,1586,2698,1,5989
865,6766,1088,7,69115
866,4740,9412,8,91733
867,2286,8539,7,113062
868,1965,3514,7,26664
869,4290,9696,6,147269
870,4909,6163,6,128755
871,6028,10030,10,146957
872,9291,1705,4,76883
873,6415,1166,10,19508
874,9299,2407,2,101301
875,6970,8134,2,133014
876,8237,9593,10,62749
877,5323,7671,3,132381
878,1768,4775,5,78823
879,4707,332,9,164126
880,9305,1831,3,162640
881,519,352,6,146868
882,5679,9905,6,155998
883,3642,8860,8,13382
884,284,5803,8,182408
885,5418,735,7,38209
886,8056,2529,5,82560
887,5898,5877,10,181805
888,397,4119,6,73140
889,6014,4637,7,167756
890,310,6557,6,184822
891,6192,2094,1,24562
892,4072,2511,3,126450
893,7672,4469,10,21848
894,3877,177,7,25178
895,6152,5188,5,171525
896,6329,2177,4,2824
897,1498,8151,6,64481
898,8659,8820,1,32609
899,3631,5025,1,142764
900,3015,8608,3,9761
901,2974,510,2,4539
902,757,8026,7,130416
903,3738,2659,2,193639
904,2762,6940,1,69752
905,2949,5534,10,98534
906,9078,9677,5,44524
907,2380,7982,9,104560
908,6558,7950,9,112994
909,7094,3702,10,170957
910,1202,1111,1,158709
911,6360,5280,5,66542
912,7774,6035,2,26770
913,9682,1427,8,42755
914,7061,2784,3,1981
915,8668,4743,5,155576
916,6595,363,3,41076
917,9014,8887,3,108225
918,9791,4959,6,103049
919,7308,2159,1,79525
920,8075,8284,8,172652
921,10062,9351,9,42311
922,9738,6433,2,40811
923,4824,4508,5,86058
924,3817,8276,2,113578
925,2608,946,9,184120
926,9590,3810,3,94620
927,2865,5308,5,196947
928,4612,8274,4,37379
929,6713,9836,9,50434
930,5020,4186,7,100431
931,7791,5348,9,72594
932,6716,9510,10,160303
933,7537,7667,7,80273
934,3199,2147,3,143382
935,7553,4636,6,11677
936,649,9222,5,12803
937,8411,5116,5,23430
938,10094,8141,9,199466
939,2302,9695,9,64542
940,4715,375,7,181473
941,642,7931,5,174753
942,8945,4348,6,58311
943,6526,4589,10,161273
944,5722,872,4,174971
945,4588,8103,7,141247
946,9867,9012,9,146892
947,2863,10070,3,181425
948,6969,9577,4,23482
949,7524,8832,7,186763
950,3761,7737,4,144225
951,1214,9189,10,167478
952,4976,3548,6,165160
953,2650,6823,2,10875
954,1269,6632,7,74436
955,2770,4341,4,155410
956,2386,3611,5,155933
957,7793,6036,4,137628
958,5239,5877,9,108783
959,8600,1262,6,125395
960,1905,1278,7,54236
961,5658,7485,8,55870
962,2489,8662,4,73696
963,3973,7139,6,110449
964,1393,2063,6,161005
965,8099,1356,1,168086
966,1371,7970,6,140218
967,9412,8534,7,185558
968,2841,7850,5,64514
969,8300,6329,3,46868
970,7408,1019,1,86217
971,6868,1173,2,117680
972,9184,4183,3,157438
973,7340,4094,10,76403
974,5743,8514,4,159544
975,1114,726,8,46916
976,3605,5802,10,122790
977,4313,417,6,72103
978,1530,8528,7,199670
979,1693,9870,7,193756
980,2852,3895,9,172947
981,7010,9096,7,163393
982,7878,8252,3,90202
983,9138,9937,7,28932
984,5266,9694,1,28461
985,5593,8863,2,25019
986,9463,4582,6,152554
987,9337,5910,6,187029
988,3916,4124,5,65664
989,1162,1862,10,12377
990,8995,3940,1,127764
991,9955,6047,5,42751
992,9766,9266,1,102022
993,5697,9228,10,188080
994,8196,5145,3,40243
995,5464,878,1,56502
996,5999,878,10,60166
997,3644,2746,5,52367
998,9868,7792,10,152257
999,4174,5484,9,193212
1000,4059,6567,10,126437
1001,2792,6494,6,62832
1002,8194,3089,4,191403
1003,7476,951,2,62130
1004,4119,3010,1,187676
1005,8947,3153,7,90154
1006,6120,8129,2,41659
1007,4683,3851,8,81926
1008,9242,9311,9,48106
1009,286,8353,8,87497
1010,1979,8407,5,154459
1011,5452,495,10,108404
1012,2666,8215,2,44637
1013,8752,6954,2,4572
1014,5915,8965,1,21824
1015,6400,5893,1,106824
1016,6527,7867,10,146699
1017,7902,8361,3,149240
1018,7439,974,7,77304
1019,5019,7771,9,17058
1020,749,423,9,199807
1021,7676,3530,6,40483
1022,5862,2420,7,122484
1023,8845,386,9,55352
1024,9642,2878,5,9636
1025,1699,8562,10,172804
1026,1386,381,10,153113
1027,998,7699,4,69670
1028,5915,5432,2,190844
1029,9070,2498,10,87186
1030,9862,5498,4,19206
1031,2356,2708,10,44043
1032,5887,8643,1,12152
1033,9582,3911,6,77433
1034,1558,7090,7,111970
1035,6099,8294,2,23919
1036,6457,4901,3,164157
1037,2201,9153,10,65593
1038,8257,340,4,30838
1039,7782,2027,1,86741
1040,6154,7114,2,144704
1041,9430,4520,8,64524
1042,615,866,1,59579
1043,4993,5146,7,47984
1044,7340,4093,9,142690
1045,2788,7311,10,191976
1046,9735,4407,5,172671
1047,5929,9142,2,144396
1048,9015,3320,7,3583
1049,4712,4156,8,57834
1050,2677,9152,8,15328
1051,5050,749,1,21776
1052,7285,5679,1,124951
1053,3880,6222,1,168755
1054,8795,4636,10,54067
1055,1345,7669,10,151925
1056,497,328,2,169919
1057,246,4926,7,65081
1058,1067,6319,2,186702
1059,7864,9266,10,104592
1060,5533,7074,5,2448
1061,7648,858,8,24872
1062,2278,1042,8,177965
1063,4253,4634,5,152296
1064,1049,6580,10,101814
1065,5023,1096,10,123430
1066,449,9220,1,119265
1067,6657,6068,7,178053
1068,1041,10014,5,113071
1069,2424,5347,6,69848
1070,403,1994,8,9665
1071,8551,3225,4,176876
1072,3940,9531,7,28990
1073,3132,9810,9,36159
1074,8148,7771,4,196106
1075,7320,8375,2,4244
1076,6717,6768,7,153481
1077,8123,2626,7,171482
1078,9028,9239,7,38828
1079,3551,6558,3,89623
1080,628,7848,10,174300
1081,9918,8262,1,30778
1082,5910,6711,1,9343
1083,5450,286,4,23462
1084,6649,3808,7,182740
1085,8043,1628,10,115193
1086,5050,4521,6,123554
1087,1378,2467,3,168242
1088,3313,1817,6,51000
1089,2219,2309,8,75768
1090,842,4314,3,197007
1091,7625,1512,4,194461
1092,9564,3330,6,187559
1093,1866,9346,5,1926
1094,3584,2846,6,177075
1095,6877,8788,6,160367
1096,5869,389,9,41777
1097,1563,9748,3,15224
1098,9257,8871,4,169224
1099,381,592,6,132652
1100,2667,9047,4,183949
1101,10173,8772,9,177238
1102,9411,4804,2,92482
1103,2672,5801,4,19336
1104,5290,7791,4,177251
1105,3934,9788,2,176343
1106,7614,6956,9,170235
1107,7993,5778,6,28811
1108,3579,2139,10,81849
1109,4143,8922,8,174305
1110,6807,9749,8,25522
1111,8134,9296,10,118005
1112,1546,6486,5,56231
1113,6015,5996,7,86998
1114,6271,1177,1,16396
1115,206,1394,6,88381
1116,8601,8147,2,163806
1117,9666,1253,3,132003
1118,3638,7925,9,37615
1119,1115,5969,6,119720
1120,2344,4361,6,100979
1121,632,917,9,144183
1122,2145,4152,5,125613
1123,8485,3967,9,7329
1124,1765,5205,6,185849
1125,8920,8822,5,10864
1126,3199,305,8,45264
1127,4055,292,2,36485
1128,1621,4996,4,132901
1129,7354,243,6,184216
1130,3087,7577,9,24548
1131,10143,9525,8,16014
1132,4807,7466,10,113374
1133,6845,4668,1,103704
1134,3240,5885,8,17282
1135,6246,2622,6,82579
1136,2821,7776,2,51510
1137,4384,3920,3,185012
1138,2697,1456,1,66028
1139,8884,3323,2,79441
1140,5236,7983,9,191032
1141,9582,6645,5,164630
1142,7848,5487,7,81940
1143,2682,9818,7,178204
1144,3577,8596,5,18095
1145,2670,5181,7,62273
1146,6312,1410,3,163218
1147,1961,3887,2,72351
1148,3152,182,2,99750
1149,6242,6726,3,131465
1150,5698,10025,5,136580
1151,5696,4489,4,178147
1152,2447,9540,4,49810
1153,5196,4012,4,42607
1154,8208,7749,2,160087
1155,4702,4063,3,130485
1156,1178,7015,10,142483
1157,6562,4657,9,186476
1158,3675,7880,6,95447
1159,1388,4517,9,8381
1160,1283,9886,3,121596
1161,9909,5903,8,63572
1162,5429,9736,9,6034
1163,6322,8146,5,48360
1164,4866,222,7,130399
1165,3189,5508,4,51801
1166,5082,1384,1,174454
1167,9574,5772,3,148615
1168,4421,7549,2,66131
1169,5799,8901,8,32273
1170,3536,1694,10,181552
1171,2846,5713,5,22089
1172,4838,1919,10,121579
1173,5643,8969,5,144897
1174,2806,824,8,194107
1175,2948,3728,6,168576
1176,2946,10015,2,130508
1177,3238,5259,5,106800
1178,9505,6741,3,32890
1179,2233,4271,3,131967
1180,761,8075,7,100421
1181,9643,2249,5,104857
1182,4998,3304,2,95500
1183,7387,3887,8,198083
1184,3556,4153,1,178564
1185,3446,9787,7,50859
1186,5391,9756,6,9304
1187,4382,7491,5,9612
1188,3425,6279,2,66474
1189,3396,8439,3,47154
1190,609,8817,2,148602
1191,1214,5853,8,60379
1192,8516,8583,5,194700
1193,2087,4918,3,79153
1194,6933,6627,2,74487
1195,6966,6003,9,3717
1196,2788,6247,9,76409
1197,3720,8352,1,53611
1198,4388,8277,5,108101
1199,4638,2275,2,110707
1200,4640,4115,9,182822
1201,9324,3034,4,54313
1202,6628,10099,1,7581
1203,3378,9609,1,149477
1204,9173,9469,3,107129
1205,8023,5148,2,48242
1206,1256,1010,1,12130
1207,3913,1126,5,153995
1208,2730,2262,9,50555
1209,349,9759,2,33334
1210,6786,2073,8,103163
1211,8872,7250,5,191997
1212,2704,5460,9,71060
1213,5284,4472,8,33081
1214,8567,6525,10,101360
1215,4265,5216,2,81742
1216,9890,7679,8,79595
1217,2937,683,2,163804
1218,3196,3152,4,172215
1219,4333,764,7,135389
1220,870,3441,1,141183
1221,6722,4203,7,100938
1222,5176,2318,6,51679
1223,4328,8643,1,134314
1224,1109,6675,8,136465
1225,5576,6382,4,14800
1226,895,4186,4,107458
1227,3081,8384,1,143526
1228,7664,3360,8,110598
1229,4351,9566,5,169578
1230,1704,5388,1,47644
1231,9970,4923,5,169884
1232,2266,4807,5,143185
1233,1715,5421,8,167206
1234,813,4993,3,80660
1235,6633,6981,3,5441
1236,1662,1653,2,37753
1237,670,5416,1,120004
1238,4373,7933,9,3928
1239,6040,7069,7,141042
1240,1517,4487,5,112544
1241,2874,5075,1,101360
1242,7175,4774,8,10498
1243,3113,6607,3,198037
1244,4377,8598,4,176979
1245,515,2473,8,130599
1246,767,2930,2,55688
1247,4044,8190,1,109897
1248,7228,2545,7,147953
1249,538,8569,4,121024
1250,4516,310,5,2552
1251,3935,6861,10,131328
1252,5319,6280,9,50207
1253,2461,2641,3,140390
1254,214,1031,7,82513
1255,5630,9104,6,195172
1256,6167,986,8,58998
1257,8199,9065,4,5613
1258,3041,4226,7,1371
1259,3025,1559,2,128062
1260,7575,8671,2,31955
1261,8203,9800,5,73418
1262,7514,3731,4,23905
1263,3190,9140,8,184287
1264,2062,2800,3,81737
1265,6933,8149,6,64996
1266,3078,2920,4,128849
1267,1509,6011,8,63063
1268,8314,6408,10,50435
1269,9749,7041,6,112628
1270,9410,3618,3,108026
1271,5386,475,2,52445
1272,3816,203,8,197917
1273,9571,1384,3,17555
1274,385,7052,3,73266
1275,4413,977,9,179491
1276,1704,9668,2,47131
1277,2381,3575,9,46191
1278,7452,3805,9,134743
1279,9869,2417,6,173432
1280,7524,455,5,120325
1281,3453,4860,10,58847
1282,10007,8611,4,19145
1283,5863,7889,1,98047
1284,5279,7967,5,14760
1285,4958,8512,9,156047
1286,3017,8718,10,52923
1287,8855,6953,5,101920
1288,10093,1901,2,161181
1289,9658,2843,7,111614
1290,265,6162,7,20133
1291,5488,2109,8,183418
1292,2196,5435,6,86047
1293,1239,9282,5,61644
1294,2964,4992,4,177111
1295,3565,9027,4,167574
1296,9077,6543,9,149660
1297,6638,5087,9,196475
1298,6719,4122,3,112288
1299,493,4158,7,190155
1300,4270,7561,9,21914
1301,8191,8115,7,92600
1302,3324,1468,6,178390
1303,1553,7910,1,137743
1304,7194,1087,5,54530
1305,3113,9278,3,103236
1306,5795,2469,10,181103
1307,6264,5996,9,13151
1308,9616,4390,8,113723
1309,5249,1169,2,84063
1310,8204,5357,6,168189
1311,1452,8783,10,95904
1312,9489,6048,2,15806
1313,4008,4102,4,18282
1314,8274,2038,4,8936
1315,1053,9026,9,61061
1316,7592,3876,4,118613
1317,9896,163,6,39498
1318,1756,2352,2,160263
1319,2226,6890,8,51732
1320,3975,10004,6,103455
1321,5372,4216,3,76549
1322,8270,2823,3,75631
1323,1684,6817,1,49049
1324,7656,9203,7,121813
1325,6775,3772,9,13499
1326,1338,8224,8,190693
1327,5142,5485,10,42576
1328,1799,5592,10,57554
1329,6506,2430,1,192022
1330,9451,3193,5,75735
1331,7029,1450,2,22692
1332,8816,4742,8,104790
1333,1332,6324,2,199411
1334,6710,2829,8,187616
1335,2140,245,6,178857
1336,1220,4024,5,12483
1337,2246,4380,8,23417
1338,4065,1466,3,67485
1339,9964,3713,4,128706
1340,2081,8687,1,180189
1341,8392,3596,4,112105
1342,8763,530,2,127802
1343,4835,4737,4,30750
1344,7120,1401,4,90936
1345,7594,4788,4,150540
1346,5807,1782,1,101839
1347,5938,8223,8,127627
1348,7312,1627,4,46766
1349,4921,1063,7,93498
1350,3435,9925,2,23889
1351,597,4984,7,100031
1352,4263,1369,1,42458
1353,3075,9746,7,143026
1354,3452,508,9,97144
1355,1777,1046,1,149675
1356,3791,2284,1,119390
1357,4032,6033,9,72038
1358,5613,7261,8,64895
1359,875,6398,6,161364
1360,3645,6755,10,155535
