OrderID,CustomerID,OrderDate,TotalAmount,PaymentMethod,Status
529,3410,2023-01-20,29383,Debit Card,Processing
530,3437,2023-07-15,32178,Net Banking,Shipped
531,1601,2023-05-05,161890,Net Banking,Delivered
532,3462,2024-09-30,154632,UPI,Shipped
533,7105,2024-08-13,109760,Debit Card,Processing
534,5021,2023-04-17,176891,Debit Card,Processing
535,6731,2024-10-31,36551,Debit Card,Processing
536,3923,2024-04-22,192210,Credit Card,Shipped
537,6714,2023-11-17,179695,Debit Card,Cancelled
538,6889,2023-04-10,94243,Net Banking,Processing
539,7556,2023-02-28,67422,UPI,Delivered
540,898,2023-12-23,179986,UPI,Cancelled
541,5415,2023-01-15,199672,UPI,Processing
542,7732,2024-06-11,174519,UPI,Shipped
543,2903,2023-06-06,35455,Credit Card,Shipped
544,8803,2024-08-25,97072,Credit Card,Processing
545,100,2023-08-05,27689,Credit Card,Processing
546,5334,2023-03-23,175391,Credit Card,Cancelled
547,8464,2024-09-09,11086,UPI,Delivered
548,8900,2024-07-31,55099,Credit Card,Delivered
549,9320,2024-06-28,131167,UPI,Processing
550,9643,2024-12-08,182242,Net Banking,Shipped
551,2643,2024-12-18,161295,Credit Card,Shipped
552,4234,2024-02-23,96352,UPI,Processing
553,426,2024-12-24,160021,UPI,Processing
554,1755,2024-02-02,36693,UPI,Processing
555,6859,2024-12-07,60152,Debit Card,Processing
556,8235,2023-08-07,63890,UPI,Shipped
557,9168,2023-12-31,12101,Net Banking,Shipped
558,765,2024-06-26,175864,Net Banking,Processing
559,4391,2024-11-24,16425,Net Banking,Processing
560,4158,2023-07-18,118844,UPI,Delivered
561,6101,2023-06-04,128900,Credit Card,Delivered
562,2104,2024-10-27,161415,Net Banking,Shipped
563,4216,2023-06-01,196057,Debit Card,Shipped
564,4490,2023-03-22,55712,UPI,Shipped
565,8036,2023-02-10,1862,Credit Card,Processing
566,3724,2024-10-12,110333,Net Banking,Shipped
567,8265,2023-08-31,111079,Net Banking,Delivered
568,8242,2024-09-22,157115,Net Banking,Cancelled
569,1065,2023-03-21,62100,Credit Card,Cancelled
570,4234,2024-11-12,66895,Credit Card,Cancelled
571,854,2023-10-17,51723,Debit Card,Cancelled
572,3231,2023-09-28,71606,Debit Card,Shipped
573,3631,2023-06-06,10967,Net Banking,Processing
574,5939,2024-05-01,180506,Debit Card,Delivered
575,6414,2023-01-14,169617,UPI,Cancelled
576,1826,2024-09-05,86264,UPI,Delivered
577,4298,2023-11-08,71951,Credit Card,Processing
578,2691,2023-07-23,43440,Credit Card,Shipped
579,3299,2024-03-24,175652,Credit Card,Cancelled
580,3088,2023-12-22,11003,Debit Card,Delivered
581,5807,2024-11-21,27195,Debit Card,Delivered
582,2862,2023-12-31,66833,Net Banking,Shipped
583,5719,2024-04-10,56932,Debit Card,Processing
584,3338,2024-12-06,49113,Debit Card,Cancelled
585,6201,2023-03-15,89519,Net Banking,Cancelled
586,3399,2023-09-06,48423,Credit Card,Processing
587,3783,2024-10-09,105903,Net Banking,Delivered
588,4324,2023-11-12,99371,Net Banking,Processing
589,5174,2024-06-27,63613,Credit Card,Cancelled
590,1233,2023-09-07,124505,Debit Card,Processing
591,2681,2024-03-31,140003,Credit Card,Delivered
592,6566,2024-04-04,111822,Debit Card,Processing
593,8281,2024-09-03,86473,Credit Card,Delivered
594,3903,2023-12-08,148165,UPI,Shipped
595,5701,2023-08-10,69412,Net Banking,Shipped
596,161,2023-02-23,150639,UPI,Cancelled
597,7220,2024-04-01,75415,Debit Card,Shipped
598,6192,2024-05-27,37393,Net Banking,Shipped
599,6067,2023-04-01,189823,Debit Card,Processing
600,2267,2023-07-12,73030,UPI,Delivered
601,6197,2024-01-26,34421,Net Banking,Cancelled
602,1278,2024-10-19,14992,UPI,Processing
603,7660,2024-06-05,91800,Credit Card,Shipped
604,1262,2023-12-02,84754,Debit Card,Cancelled
605,5094,2023-07-19,195970,UPI,Processing
606,8013,2023-10-01,2134,Net Banking,Shipped
607,414,2024-06-22,39664,Net Banking,Shipped
608,3926,2024-01-21,5757,UPI,Shipped
609,3084,2023-02-20,43403,Debit Card,Cancelled
610,8396,2024-09-29,58926,Debit Card,Delivered
611,7134,2023-02-18,102026,Credit Card,Delivered
612,7326,2024-01-18,98341,UPI,Cancelled
613,6932,2024-12-31,166471,Net Banking,Processing
614,9946,2024-10-01,37697,Net Banking,Delivered
615,8229,2023-11-24,67881,UPI,Processing
616,5163,2023-01-16,9860,Credit Card,Cancelled
617,7782,2024-12-23,56531,Credit Card,Shipped
618,187,2024-10-14,28410,UPI,Delivered
619,7846,2023-11-13,58477,Credit Card,Shipped
620,2072,2024-05-05,50059,Net Banking,Delivered
621,9535,2024-04-14,127427,Net Banking,Shipped
622,894,2024-04-07,109795,Debit Card,Shipped
623,6207,2024-02-17,169437,Debit Card,Processing
624,9379,2023-10-08,32924,UPI,Cancelled
625,8526,2024-11-30,146699,UPI,Shipped
626,2977,2023-05-13,91129,Credit Card,Delivered
627,8768,2023-10-05,89593,Net Banking,Shipped
628,2827,2024-05-10,97825,Net Banking,Shipped
629,9368,2023-06-18,148650,Debit Card,Delivered
630,3457,2024-01-09,44835,Net Banking,Shipped
631,7416,2023-07-08,38928,Debit Card,Processing
632,9666,2025-01-01,178660,Credit Card,Delivered
633,435,2023-03-11,86853,Debit Card,Delivered
634,1787,2024-06-19,45466,Credit Card,Shipped
635,9229,2024-10-27,35718,UPI,Processing
636,6770,2023-05-19,115535,UPI,Cancelled
637,8755,2024-05-25,128907,Credit Card,Cancelled
638,2728,2024-04-23,158786,Net Banking,Delivered
639,5093,2023-03-26,129986,UPI,Processing
640,3098,2024-01-14,30158,Net Banking,Processing
641,8054,2024-06-04,198688,UPI,Processing
642,5364,2024-01-26,132870,UPI,Delivered
643,4988,2024-03-04,169032,Net Banking,Cancelled
644,5973,2023-12-20,191723,Net Banking,Cancelled
645,3796,2024-08-11,62334,Net Banking,Shipped
646,7820,2023-11-16,143270,UPI,Processing
647,2157,2023-04-23,159862,Net Banking,Delivered
648,9880,2024-02-22,82822,Credit Card,Shipped
649,6092,2024-02-04,109980,Credit Card,Cancelled
650,9949,2024-10-10,180984,UPI,Shipped
651,674,2024-12-16,67009,Debit Card,Cancelled
652,4056,2023-05-30,77364,Credit Card,Processing
653,6366,2023-11-01,159866,Debit Card,Processing
654,9842,2023-08-26,198359,UPI,Processing
655,5258,2023-04-19,43642,UPI,Delivered
656,3541,2023-08-30,122874,Net Banking,Processing
657,9553,2024-08-18,163219,UPI,Shipped
658,1219,2023-07-16,118661,UPI,Delivered
659,1912,2024-10-11,150379,Credit Card,Delivered
660,4974,2024-08-07,178924,UPI,Shipped
661,5612,2024-03-13,26020,UPI,Cancelled
662,8461,2024-11-18,197506,Net Banking,Delivered
663,8136,2024-06-21,93187,UPI,Shipped
664,6979,2023-08-04,137610,UPI,Cancelled
665,7096,2024-06-20,177554,Debit Card,Processing
666,5969,2024-10-27,111915,Debit Card,Cancelled
667,6951,2023-10-23,167177,Debit Card,Processing
668,7167,2023-06-30,16951,Credit Card,Cancelled
669,7533,2023-11-14,29268,Net Banking,Cancelled
670,2733,2023-05-26,162217,UPI,Shipped
671,1956,2023-12-21,3006,Credit Card,Shipped
672,2782,2024-12-01,68733,Credit Card,Cancelled
673,7184,2024-01-04,197359,Credit Card,Delivered
674,8982,2024-06-10,118121,Net Banking,Delivered
675,8969,2023-11-06,11352,Debit Card,Processing
676,88,2024-02-18,143240,Net Banking,Cancelled
677,6289,2024-12-13,165027,Net Banking,Delivered
678,2681,2023-11-26,36227,Debit Card,Processing
679,7743,2023-08-15,77012,Debit Card,Delivered
680,7551,2023-08-04,100700,Credit Card,Cancelled
681,5042,2024-02-01,178253,Credit Card,Cancelled
682,7429,2023-05-06,82738,UPI,Delivered
683,9271,2024-07-21,85755,Debit Card,Delivered
684,2225,2023-03-27,69023,Debit Card,Shipped
685,8414,2024-03-09,76124,Net Banking,Shipped
686,705,2023-01-07,146895,Net Banking,Cancelled
687,1859,2023-09-18,174311,Net Banking,Processing
688,7136,2024-08-14,67665,Debit Card,Delivered
689,1459,2024-02-16,64192,UPI,Processing
690,1343,2023-10-11,9485,Credit Card,Cancelled
691,3167,2023-03-19,99500,Credit Card,Processing
692,2813,2023-01-10,92800,Debit Card,Cancelled
693,6086,2024-03-13,146716,Credit Card,Delivered
694,3756,2023-07-24,84495,Credit Card,Delivered
695,3304,2024-12-07,135052,Credit Card,Shipped
696,9096,2023-11-16,20927,Credit Card,Processing
697,8655,2024-12-02,191413,Debit Card,Shipped
698,4491,2024-07-07,113105,Debit Card,Cancelled
699,4089,2024-09-09,40057,UPI,Cancelled
700,6137,2024-12-14,48530,UPI,Cancelled
701,8870,2024-11-26,119472,Debit Card,Processing
702,8742,2023-12-16,30905,Net Banking,Processing
703,9782,2024-01-13,194042,Net Banking,Delivered
704,1766,2024-07-25,47130,Debit Card,Cancelled
705,912,2023-07-17,28680,UPI,Delivered
706,1978,2023-07-10,24634,Net Banking,Delivered
707,9897,2024-07-11,17104,Net Banking,Processing
708,2952,2023-01-28,189301,Debit Card,Delivered
709,2900,2023-03-01,162611,Debit Card,Cancelled
710,3250,2023-02-24,31490,Debit Card,Processing
711,7368,2024-03-12,25395,UPI,Cancelled
712,2659,2023-10-03,128812,Credit Card,Shipped
713,1907,2024-11-12,188445,Net Banking,Shipped
714,5130,2024-09-29,162949,Credit Card,Cancelled
715,2544,2024-10-11,107338,Credit Card,Delivered
716,160,2024-09-19,13139,Net Banking,Delivered
717,4828,2023-10-11,176667,Credit Card,Delivered
718,5081,2024-04-18,85801,Net Banking,Delivered
719,7789,2024-06-22,65520,Credit Card,Cancelled
720,3797,2024-11-19,22263,Credit Card,Cancelled
721,3835,2023-06-27,150261,Debit Card,Processing
722,8590,2024-08-21,21532,Debit Card,Shipped
723,42,2024-05-09,81180,Debit Card,Processing
724,6641,2024-04-05,102279,Debit Card,Shipped
725,76,2024-12-20,75180,Credit Card,Delivered
726,2566,2023-04-22,57525,Credit Card,Shipped
727,2452,2024-08-01,148761,UPI,Processing
728,9703,2024-03-08,3703,UPI,Shipped
729,487,2023-04-30,46827,Credit Card,Shipped
730,9152,2024-02-29,121495,Debit Card,Cancelled
731,5363,2023-12-01,152037,Debit Card,Processing
732,5293,2023-11-22,109633,UPI,Delivered
733,8571,2023-03-27,143323,Debit Card,Processing
734,161,2023-03-10,164460,UPI,Processing
735,453,2023-03-31,35406,Net Banking,Shipped
736,9945,2024-01-04,158130,Net Banking,Processing
737,2775,2024-10-03,37026,Debit Card,Processing
738,4050,2024-09-27,119772,UPI,Delivered
739,6211,2023-01-27,191789,Credit Card,Delivered
740,8410,2023-09-07,144165,UPI,Delivered
741,1201,2023-02-22,99368,Debit Card,Shipped
742,7226,2023-03-27,33970,Debit Card,Delivered
743,5517,2024-08-27,127564,UPI,Cancelled
744,2769,2023-09-06,88483,Credit Card,Shipped
745,9676,2023-03-05,199210,UPI,Cancelled
746,8957,2023-11-17,50377,Credit Card,Cancelled
747,2322,2024-05-27,159312,Net Banking,Cancelled
748,8023,2023-12-17,161297,UPI,Cancelled
