ProductID,Name,Category,Price,Stock
300,See Per,Home Appliances,9737,340
301,Meeting Professor,Accessories,52440,155
302,Require Start,Accessories,83247,187
303,After Give,Accessories,80306,427
304,Whether Mind,Electronics,56340,220
305,Stock Ready,Footwear,26414,35
306,Paper Heart,Electronics,64977,145
307,Join Sort,Clothing,70070,338
308,We Better,Footwear,84203,82
309,Produce Process,Electronics,85648,180
310,Actually Large,Clothing,5605,244
311,Student Really,Home Appliances,70673,363
312,Staff Hotel,Accessories,90104,147
313,And Miss,Footwear,74957,426
314,Southern See,Clothing,21036,328
315,Than Finish,Home Appliances,74029,301
316,Protect Skin,Accessories,39329,131
317,Us Keep,Clothing,52518,186
318,Pattern Car,Electronics,41622,329
319,Course Edge,Accessories,35006,483
320,Suffer Study,Electronics,74614,497
321,Later Skin,Home Appliances,77453,365
322,Describe Any,Electronics,1151,219
323,Finally Look,Clothing,52622,221
324,South News,Home Appliances,68413,414
325,Ground Radio,Electronics,79093,494
326,Real Product,Footwear,73973,47
327,Environment Here,Home Appliances,42456,379
328,Point State,Home Appliances,92438,442
329,Stay Thank,Home Appliances,41784,298
330,Yet Rule,Footwear,5331,92
331,War Other,Clothing,36020,226
332,Water Network,Electronics,40679,346
333,Plant Other,Footwear,5237,112
334,Speech Their,Electronics,55298,253
335,Say Garden,Clothing,57540,144
336,Network Operation,Home Appliances,92883,127
337,More Drive,Clothing,30764,488
338,Product Help,Accessories,57387,452
339,Both Commercial,Footwear,25131,146
340,Pick Listen,Home Appliances,47605,495
341,Down Political,Electronics,83603,56
342,Situation All,Footwear,67374,24
343,Choose Through,Home Appliances,94400,344
344,Room Mean,Electronics,75821,31
345,Woman Pattern,Footwear,92940,411
346,Article Reveal,Electronics,51707,195
347,Until Soldier,Accessories,86095,253
348,Decide Style,Footwear,13276,469
349,Yourself Nature,Home Appliances,33522,41
350,Drop Decade,Electronics,27828,491
351,Church Series,Electronics,30056,72
352,Fish There,Footwear,72476,341
353,Believe Community,Electronics,80000,45
354,Good Local,Electronics,79011,397
355,Rich Action,Clothing,58679,432
356,Church Black,Clothing,44945,284
357,City But,Footwear,21468,10
358,Local Whatever,Clothing,70242,237
359,Right Direction,Home Appliances,54749,299
360,Health Great,Footwear,35512,296
361,Best Benefit,Accessories,32439,284
362,Employee Central,Electronics,83442,469
363,You Dream,Footwear,76011,335
364,Interest Pick,Electronics,45692,472
365,Argue Often,Home Appliances,47249,106
366,Yes Religious,Home Appliances,10911,340
367,This Student,Accessories,69240,10
368,Recently Part,Electronics,47852,224
369,Build Direction,Electronics,34937,31
370,This By,Electronics,81199,295
371,West Daughter,Home Appliances,41590,241
372,Audience Since,Clothing,9622,45
373,Treatment Your,Clothing,6837,374
374,Matter Budget,Accessories,38353,205
375,Suggest Service,Home Appliances,83196,224
376,Good Black,Electronics,36400,71
377,Above Less,Clothing,99597,460
378,People Rest,Clothing,93244,444
379,Service Fall,Home Appliances,61147,27
380,Be Modern,Accessories,96932,43
381,Cell Growth,Clothing,94083,283
382,Staff Process,Accessories,24258,261
383,Create Structure,Accessories,80015,142
384,Book Business,Clothing,31906,488
385,Allow Travel,Accessories,68028,106
386,Keep Debate,Home Appliances,1889,151
387,Main Arrive,Accessories,67154,198
388,Beat Argue,Footwear,3984,149
389,Out Leave,Electronics,26445,432
390,Up Run,Clothing,11970,266
391,Treatment Later,Footwear,89694,42
392,Dream Wind,Accessories,61656,28
393,He Well,Home Appliances,59653,355
394,Concern Near,Electronics,61453,178
395,Trouble Ground,Accessories,2941,261
396,History Relate,Clothing,7561,307
397,Investment Story,Accessories,9133,286
398,Impact Key,Electronics,32560,127
399,Design Day,Footwear,17718,360
400,She Summer,Electronics,42100,83
401,Total Stock,Home Appliances,20543,162
402,Democrat Instead,Clothing,2749,135
403,Experience Half,Clothing,92070,73
404,Likely Main,Footwear,17710,99
405,Ask Risk,Clothing,44233,389
406,Wrong Low,Electronics,74495,196
407,Something Message,Clothing,18101,99
408,Million Station,Accessories,84793,76
409,About Friend,Electronics,87970,424
410,Buy Move,Accessories,2350,180
411,Involve Billion,Electronics,33127,494
412,Work Affect,Home Appliances,55108,18
413,Simply Tell,Footwear,74660,160
414,Recognize Available,Accessories,46535,199
415,Computer Apply,Home Appliances,88491,382
416,Before Improve,Electronics,48679,342
417,Seek Always,Electronics,92746,122
418,Election Listen,Accessories,83675,226
419,Difficult Tv,Electronics,28134,472
420,Week Color,Accessories,81010,332
421,Not Make,Footwear,9921,352
422,Surface Yard,Home Appliances,11551,370
423,Southern Real,Clothing,67026,175
424,Movement Coach,Footwear,42990,163
425,Thing Serious,Accessories,77074,279
426,Myself Owner,Home Appliances,41122,203
427,Option Build,Home Appliances,51977,480
428,Street Central,Accessories,53639,392
429,Eight Glass,Accessories,37896,333
430,All Same,Footwear,23785,58
431,Throw Decide,Home Appliances,55003,460
432,Sign Ball,Footwear,48116,4
433,Behavior You,Home Appliances,8066,336
434,Water White,Accessories,50122,150
435,Song Bank,Electronics,80545,494
436,Tonight Involve,Clothing,95991,193
437,Change Change,Footwear,57476,327
438,Affect Ok,Clothing,17786,243
439,Method Work,Home Appliances,65890,263
440,Level For,Electronics,22877,153
441,News North,Home Appliances,91368,28
442,Month Light,Electronics,34112,414
443,Southern Image,Accessories,75693,289
444,Democratic Quickly,Clothing,29340,22
445,Serious Test,Clothing,18127,387
446,Establish Team,Electronics,48576,318
447,Bank Institution,Footwear,23516,98
448,Mouth Author,Footwear,99891,104
449,Activity This,Clothing,55238,85
450,Level Move,Footwear,20498,448
451,Seek Lose,Clothing,13678,483
452,House Through,Accessories,33043,417
453,Might Serve,Accessories,60185,463
454,Again Will,Electronics,31368,459
455,Require Near,Clothing,14932,61
456,Suffer Message,Home Appliances,36988,32
457,Type Weight,Footwear,13576,303
458,Compare Easy,Accessories,44644,341
459,Pretty Certain,Home Appliances,93160,481
460,Join History,Electronics,16887,422
461,Stop Ability,Footwear,17136,382
462,Business Prepare,Home Appliances,82305,386
463,Perform Reach,Electronics,93399,34
464,Challenge Option,Accessories,22343,390
465,Son Country,Electronics,66785,12
466,Official Lay,Home Appliances,23591,283
467,Research Yard,Clothing,18104,311
468,Manage Half,Footwear,34149,254
469,Gun Drop,Home Appliances,85143,223
470,Special Boy,Accessories,6382,370
471,Reality Likely,Electronics,54352,414
472,Teacher Character,Electronics,54076,341
473,Answer Gas,Clothing,66371,343
474,Science Drive,Footwear,41992,60
475,Rich Few,Home Appliances,12052,64
476,Door Item,Electronics,18611,309
477,Region From,Accessories,96982,353
478,Federal Image,Electronics,30247,32
479,About Growth,Accessories,92728,227
480,Author Able,Accessories,4451,466
481,Pass My,Home Appliances,4457,435
482,Surface Score,Footwear,55478,279
483,Start Behind,Home Appliances,66515,145
484,Adult Official,Footwear,55915,300
485,Teacher Feeling,Home Appliances,7319,23
486,Light Establish,Home Appliances,74335,175
487,Family Avoid,Accessories,26868,412
488,Yourself Prevent,Electronics,44133,446
489,Themselves By,Footwear,21365,268
490,Probably Party,Clothing,36071,84
491,Morning Cover,Electronics,21381,267
492,Black Human,Accessories,51165,238
493,Interest Left,Footwear,73867,279
494,Other Manager,Electronics,23688,455
495,Week Whatever,Clothing,87018,18
496,Watch Maintain,Accessories,39068,279
497,Model Crime,Home Appliances,85408,99
498,Star Candidate,Clothing,47276,25
499,The Morning,Clothing,12418,471
500,Stock Single,Accessories,88722,108
501,Interview Stay,Footwear,94868,89
502,Against Determine,Footwear,72275,322
503,Simple Director,Electronics,45666,493
504,Improve Mrs,Accessories,96337,360
505,Usually Win,Home Appliances,11611,66
506,Edge Attention,Electronics,95908,284
507,Whether Remain,Accessories,70874,118
508,Him Unit,Accessories,50468,213
509,Range Stay,Electronics,61214,395
510,Art Long,Home Appliances,67266,104
511,Increase Where,Electronics,70324,176
512,Alone Space,Footwear,83225,430
513,They Southern,Clothing,32159,500
514,Fear Capital,Footwear,36863,446
515,Health Point,Home Appliances,29300,491
516,Meeting Guy,Footwear,98368,39
517,Few Image,Footwear,27887,364
518,Along Cost,Footwear,8115,471
519,Place Brother,Accessories,40131,470
520,Official Unit,Clothing,72581,389
521,Then Former,Home Appliances,67950,248
522,Almost Believe,Home Appliances,2346,339
523,Important Pretty,Accessories,19052,94
524,Opportunity Hand,Accessories,19131,131
525,Lot Heavy,Clothing,95455,473
526,Item Provide,Clothing,68687,283
527,Class Official,Clothing,90175,349
528,Stand Each,Footwear,90485,388
529,Learn Guy,Clothing,38815,220
530,Candidate Yeah,Electronics,93020,411
531,Mouth Fear,Electronics,51743,314
532,Ever Already,Clothing,25962,383
533,Including Our,Accessories,25326,330
534,Reflect Others,Footwear,67472,322
535,Those Democrat,Accessories,60980,463
536,Similar About,Accessories,81823,49
537,Report War,Electronics,62150,277
538,Fill Standard,Home Appliances,27030,330
539,Eight Job,Footwear,39710,176
540,Analysis Enter,Footwear,79986,54
541,Total Will,Clothing,94884,197
542,Gun Despite,Home Appliances,858,198
543,Audience Leg,Home Appliances,89856,498
544,Off American,Accessories,23447,482
545,While Item,Accessories,9012,203
546,Benefit All,Accessories,54504,246
547,Open Sort,Electronics,61374,406
548,Bar Production,Clothing,32501,36
549,Account Radio,Clothing,88326,434
550,Firm Give,Home Appliances,93918,18
551,Open Brother,Accessories,79021,88
552,Realize Shoulder,Footwear,99190,298
553,Really Relate,Clothing,45185,260
554,Her Address,Home Appliances,84480,444
555,Wife Article,Electronics,25291,414
556,Fine Spring,Home Appliances,27779,285
557,Moment Medical,Home Appliances,43142,130
558,Within Owner,Clothing,13591,496
559,Painting Region,Clothing,41561,314
560,Enter Knowledge,Footwear,82331,345
561,Financial Method,Footwear,54423,137
562,Type Investment,Clothing,47019,128
563,Democratic Remain,Clothing,39036,50
564,Admit Home,Home Appliances,19868,456
565,Safe Daughter,Footwear,78294,126
566,So Difference,Electronics,40510,205
567,Two Figure,Electronics,44559,280
568,Person Direction,Footwear,63761,13
569,Author Street,Footwear,71147,359
570,Lead Agree,Home Appliances,84770,359
571,Address According,Home Appliances,14089,23
572,Same Perhaps,Clothing,35959,211
573,Turn Experience,Footwear,71709,225
574,Conference Relate,Clothing,99959,120
575,Popular Material,Footwear,65642,302
576,Need The,Clothing,79185,251
577,Senior Artist,Footwear,33814,220
578,Often Enough,Clothing,73166,331
579,Physical Quality,Clothing,66126,64
580,Win Marriage,Home Appliances,56828,153
581,War Argue,Accessories,28754,1
582,Yes Late,Clothing,48317,57
583,Because Because,Footwear,4934,41
584,Course Information,Home Appliances,28743,495
585,Some Space,Home Appliances,43525,299
586,Challenge Send,Footwear,31910,123
587,Simple Into,Accessories,16313,108
588,Year Sea,Home Appliances,72300,79
589,Thank Would,Electronics,60722,210
590,I Would,Home Appliances,33091,92
591,Senior Public,Electronics,95393,93
592,Method Result,Clothing,69945,262
593,Almost Expect,Electronics,79054,351
594,Year Show,Home Appliances,26988,281
595,Five Believe,Home Appliances,61034,69
596,Page Single,Home Appliances,88296,493
597,Plant Concern,Electronics,61751,329
598,Scientist Position,Clothing,46710,495
599,Program Image,Electronics,93225,247
600,Red Including,Clothing,48001,4
601,Affect Catch,Home Appliances,57060,166
602,Resource Find,Accessories,708,403
603,Push Purpose,Footwear,14463,109
604,Behavior Direction,Electronics,67642,28
605,Eat Thing,Home Appliances,76039,188
606,Give Boy,Footwear,49632,86
607,Community Star,Home Appliances,3426,31
608,Fall Right,Home Appliances,15455,276
609,Total Environmental,Electronics,3110,63
610,Such Book,Footwear,61279,408
611,Deep During,Accessories,1988,228
612,Position Democratic,Electronics,49430,58
613,Raise Food,Footwear,46221,243
614,Drop During,Electronics,5708,12
615,Star End,Home Appliances,27164,471
616,Fill Quite,Electronics,15263,52
617,Feel It,Footwear,2457,442
618,Third Partner,Clothing,36419,29
619,Task Manager,Accessories,73296,82
620,They Only,Home Appliances,3906,264
621,Huge Number,Clothing,59464,107
622,Health Another,Clothing,61017,271
623,Can Across,Home Appliances,99025,295
624,Great Work,Home Appliances,48404,421
625,Wish Voice,Clothing,18689,67
626,Standard However,Home Appliances,24029,249
627,Throughout Military,Footwear,61740,249
628,History Draw,Clothing,20339,21
629,South Difficult,Accessories,19247,16
630,Term Option,Electronics,61579,451
631,Real One,Electronics,77916,217
632,Five Add,Home Appliances,64563,393
633,Goal Window,Accessories,32561,337
634,Catch New,Footwear,24577,232
635,Action Myself,Electronics,42883,142
636,White Contain,Accessories,92083,241
637,Bit Middle,Electronics,92227,488
638,Risk Light,Footwear,70265,280
639,Life Glass,Clothing,61194,234
640,Eight Same,Home Appliances,53225,291
641,Pm Cut,Accessories,86296,382
642,New Hotel,Electronics,71025,155
643,Away Inside,Home Appliances,94508,477
644,Hold Type,Electronics,63587,354
645,When Better,Electronics,33779,204
646,Safe Else,Home Appliances,14355,494
647,Political Open,Accessories,93567,324
648,Property Training,Home Appliances,11107,338
649,Relate Per,Home Appliances,35731,477
650,Cause Few,Accessories,32357,32
651,Some Meeting,Accessories,35972,98
652,Wind Character,Electronics,14375,165
653,But Knowledge,Clothing,83655,32
654,What Strong,Footwear,16589,217
655,West Car,Home Appliances,3012,2
656,Issue Produce,Home Appliances,27227,147
657,But Ok,Electronics,78467,311
658,Both Will,Footwear,4727,343
659,Across Him,Electronics,54611,25
660,Among Center,Footwear,74720,471
661,Learn Scientist,Electronics,67105,462
662,Information Support,Footwear,54488,148
663,Law Policy,Accessories,79770,436
664,Issue Human,Clothing,21972,95
665,School Start,Clothing,73225,32
666,Professor Then,Clothing,55304,416
667,Position Each,Electronics,23846,293
668,Maybe Whether,Electronics,66635,162
669,Reveal Speech,Clothing,6979,25
670,Court Environmental,Accessories,13719,413
671,Travel Right,Home Appliances,678,408
672,Way Century,Clothing,1220,70
673,Then This,Home Appliances,39355,211
674,Eight Care,Clothing,23981,307
675,Money Social,Clothing,44218,396
676,Great Actually,Accessories,98382,342
677,Sure Organization,Home Appliances,18302,326
678,Subject Soldier,Electronics,61652,390
679,Picture Fall,Home Appliances,49783,12
680,Reach Black,Electronics,96141,379
681,Pick Hour,Electronics,47680,299
682,Through Surface,Electronics,33118,118
683,Avoid Half,Clothing,45389,312
684,The Party,Footwear,93189,28
685,Will Field,Clothing,4752,20
686,Every Note,Footwear,77291,225
687,Relationship Weight,Home Appliances,57425,89
688,To Group,Electronics,74463,141
689,Through Prevent,Clothing,29448,440
690,Apply Business,Electronics,75341,254
691,Color Shoulder,Accessories,14094,105
692,Less Board,Accessories,28274,441
693,Girl Second,Home Appliances,29124,314
694,Air Everybody,Home Appliances,97087,244
695,Go Different,Footwear,82923,99
696,No View,Clothing,95795,430
697,Now Prove,Home Appliances,27176,96
698,Half Purpose,Clothing,17821,263
699,Else Draw,Electronics,41035,297
700,Carry Of,Home Appliances,67695,345
701,Billion Usually,Accessories,46724,415
702,Between Car,Footwear,52751,363
703,Somebody Determine,Footwear,90849,263
704,When Let,Clothing,59120,295
705,Several Product,Clothing,33108,139
706,Analysis Glass,Footwear,48013,5
707,Reflect Morning,Clothing,62500,387
708,Hard Operation,Electronics,97541,407
709,Gun Strategy,Home Appliances,92221,178
710,Explain Face,Footwear,61520,168
711,Thing Land,Footwear,21587,364
712,Beyond Budget,Accessories,43717,494
713,Run Mind,Clothing,43478,188
714,Country Dog,Home Appliances,51169,371
715,Light Admit,Home Appliances,49748,251
716,Nice Themselves,Clothing,87859,193
717,Fish Pick,Home Appliances,80543,493
718,Spend Child,Footwear,6521,398
719,Base Deal,Footwear,64193,191
720,Need Draw,Home Appliances,55920,90
721,Likely Sort,Electronics,37062,56
722,Teacher Night,Footwear,50437,463
723,Me Capital,Accessories,90557,1
724,Skin There,Footwear,12238,340
725,End Check,Electronics,37501,466
726,Quality Current,Home Appliances,41302,445
727,Term Crime,Home Appliances,83796,56
728,Reality Career,Accessories,78409,2
729,Last Minute,Accessories,14149,471
730,Month Free,Clothing,83792,71
731,Final Current,Footwear,74973,238
732,Upon Congress,Electronics,69984,58
733,Store This,Clothing,45739,188
734,Nature Water,Home Appliances,15389,302
735,Factor Station,Footwear,74191,342
736,Stand Investment,Footwear,32625,175
737,Ability Conference,Footwear,53412,100
738,Forward Last,Accessories,10614,151
739,Executive Goal,Electronics,43249,116
740,Positive Life,Clothing,45910,97
741,Though Debate,Clothing,3951,210
742,Situation Bit,Clothing,36750,21
743,Key Example,Electronics,33242,365
744,Traditional Threat,Footwear,47016,193
745,Social Practice,Footwear,66530,219
746,Option Life,Electronics,27017,82
747,Leg Political,Home Appliances,54850,384
748,Over Next,Accessories,24266,82
749,Since Little,Home Appliances,7904,105
750,Soldier Southern,Footwear,52967,295
751,Republican Statement,Clothing,83908,342
752,Sport Trial,Accessories,96882,207
753,Spend Whole,Electronics,6021,76
754,Child Even,Home Appliances,44692,394
755,Edge Involve,Footwear,99929,216
756,Break Throughout,Footwear,42861,119
757,Benefit Education,Accessories,76149,231
758,White Have,Accessories,88535,369
759,Face Occur,Accessories,78821,477
760,Plan Today,Accessories,31401,361
761,Him Hundred,Footwear,13081,16
762,Nearly Drug,Clothing,39156,487
763,Whatever Leader,Home Appliances,27605,386
764,Price Free,Home Appliances,1610,483
765,Feel Foot,Clothing,20588,317
766,Upon Benefit,Accessories,77722,435
767,Recent System,Footwear,80592,223
768,Civil Late,Electronics,69667,397
769,Affect Her,Home Appliances,27492,323
770,Discussion Note,Clothing,64613,454
771,Majority Project,Clothing,49558,6
772,Attack Education,Accessories,69442,358
773,Remember Human,Accessories,92864,452
774,Ago Ability,Electronics,16567,351
775,Close Foot,Home Appliances,46104,146
776,Describe Hour,Accessories,88847,435
777,They Air,Home Appliances,94047,471
778,So Not,Clothing,78222,206
779,Myself Care,Home Appliances,81813,410
780,Two Where,Accessories,46896,420
781,Image Trade,Home Appliances,73479,305
782,Word Reach,Electronics,79490,83
783,Beyond Yard,Clothing,19961,92
784,Smile Drive,Clothing,40721,317
785,Reflect Responsibility,Electronics,8866,189
786,Truth Page,Electronics,10338,211
787,When Ask,Footwear,39357,489
788,Film Discuss,Accessories,76734,19
789,Senior A,Electronics,22448,238
790,Why Cultural,Electronics,78199,401
791,Least Guess,Electronics,28847,147
792,Guess Information,Clothing,51989,48
793,View Feeling,Home Appliances,93693,53
794,Nearly Public,Footwear,19802,199
795,Same Value,Footwear,9064,79
796,Affect Executive,Home Appliances,88039,2
797,Magazine Fast,Accessories,85221,185
798,World Street,Electronics,45420,162
799,Something Pattern,Home Appliances,46059,168
800,Yes Understand,Home Appliances,75570,289
801,Owner Style,Clothing,17380,331
802,North Always,Electronics,73466,458
803,Board Likely,Electronics,78492,7
804,Their Tree,Home Appliances,1024,479
805,Us Girl,Electronics,11504,352
806,Choose Which,Footwear,51641,197
807,Base Bank,Clothing,13439,37
808,Southern Inside,Footwear,97888,453
809,Study Toward,Clothing,54559,114
810,Quality True,Home Appliances,61875,234
811,Option Individual,Home Appliances,91063,430
812,Trial Now,Electronics,3129,74
813,Trip Teach,Footwear,42105,229
814,Write Task,Footwear,6969,120
815,Fine Throw,Clothing,89327,185
816,President Main,Home Appliances,72031,441
817,Put Trouble,Home Appliances,16652,69
818,Support Event,Clothing,64921,68
819,Black Audience,Accessories,65141,468
820,Billion Chance,Footwear,52932,353
821,Responsibility Care,Home Appliances,71182,136
822,Note Approach,Footwear,24340,119
823,From Season,Electronics,70642,311
824,Authority Idea,Footwear,22376,225
825,Part Purpose,Electronics,98111,433
826,Become Glass,Accessories,83358,77
827,Where Treatment,Accessories,73016,12
828,Cover Into,Footwear,87438,323
829,Say Pm,Clothing,20555,377
830,Child Society,Accessories,45343,66
831,Thank Country,Footwear,94995,460
832,Skill Stop,Home Appliances,23370,378
833,Common Year,Home Appliances,4026,500
834,Successful Decision,Home Appliances,96972,339
835,Always My,Clothing,14830,349
836,Conference Forward,Footwear,44089,280
837,Such Perform,Accessories,36018,399
838,Try Toward,Accessories,40590,387
839,At Agent,Electronics,15582,448
840,Science Together,Electronics,98041,303
841,Soon Vote,Footwear,71624,35
842,More System,Clothing,39647,6
843,Product Capital,Footwear,3343,44
844,Natural Close,Electronics,70996,376
845,Crime Cold,Home Appliances,90546,247
846,Language Guess,Footwear,44229,44
847,Start Production,Footwear,98089,169
848,Wrong Without,Home Appliances,17115,366
849,Last Build,Footwear,81173,273
850,Trade Ok,Electronics,77825,255
851,Onto Must,Home Appliances,78754,182
852,South Number,Clothing,75580,165
853,Create Today,Home Appliances,93422,147
854,Half Write,Home Appliances,29535,255
